path,label,freq_energy_ratio,entropy,mean,std,skewness,kurtosis,edge_density,defect_area_ratio,connected_regions
../data/tyre_dataset/good/good (11).jpg,0,0.9922018023125317,4.970932218727663,132.3616180419922,72.4890209449859,-0.06903779440519628,-1.1685668682003254,0.24566650390625,0.61285400390625,30.0
../data/tyre_dataset/good/good (110).jpg,0,0.9949027839597465,7.373662512831468,128.2401580810547,73.54360448564927,-0.004738350453893294,-1.2003594142987037,0.088287353515625,0.508087158203125,24.0
../data/tyre_dataset/good/good (111).jpg,0,0.9958954181144818,7.2949019885687205,128.28814697265625,73.60898162031296,-0.010244574591012318,-1.20000731316826,0.09576416015625,0.509124755859375,13.0
../data/tyre_dataset/good/good (112).jpg,0,0.991832921607211,7.438479937205561,128.15394592285156,73.66078773108241,-0.005989506820265968,-1.2009854917029343,0.0999298095703125,0.4962615966796875,35.0
../data/tyre_dataset/good/good (113).jpg,0,0.9930993943574117,7.3618083811055754,128.28079223632812,73.68207971945736,-0.005675496312164914,-1.201090709573009,0.09991455078125,0.500213623046875,26.0
../data/tyre_dataset/good/good (114).jpg,0,0.9947804497142742,7.63298096185577,128.0950927734375,73.69401275681987,-0.0019657546786184454,-1.204565175812985,0.1048736572265625,0.496856689453125,23.0
../data/tyre_dataset/good/good (115).jpg,0,0.9956300502122852,7.674032358992957,128.0667724609375,73.63985437602688,-0.0007558090808183222,-1.2045166559118354,0.10906982421875,0.5064697265625,13.0
../data/tyre_dataset/good/good (116).jpg,0,0.9953831679034083,7.5197510562596435,128.19607543945312,73.38019918246857,0.0042883305697412714,-1.2056456617777904,0.1170501708984375,0.500946044921875,10.0
../data/tyre_dataset/good/good (117).jpg,0,0.9964479359710144,7.533816872939661,128.13291931152344,73.66361042960091,-0.004676273588844504,-1.198816333398749,0.091522216796875,0.497650146484375,8.0
../data/tyre_dataset/good/good (118).jpg,0,0.9955143722359625,7.532507961273643,128.13719177246094,73.76188884625036,-0.004689549741553326,-1.2022249127988798,0.1268463134765625,0.5019989013671875,10.0
../data/tyre_dataset/good/good (119).jpg,0,0.9920770754004792,7.65975588585408,128.05186462402344,73.59164182972523,0.001876239123624525,-1.2021067406860075,0.138214111328125,0.4920806884765625,25.0
../data/tyre_dataset/good/good (12).jpg,0,0.9932439750196441,4.868533949128182,132.71670532226562,72.77536484622092,-0.0833480122889255,-1.1667676487714047,0.249603271484375,0.6352081298828125,38.0
../data/tyre_dataset/good/good (120).jpg,0,0.9931680252647722,7.563696575116974,128.1522674560547,73.58732073693125,0.0033140835509063845,-1.198107703051471,0.137451171875,0.49945068359375,17.0
../data/tyre_dataset/good/good (121).jpg,0,0.993463868353043,7.6399478842007955,128.1449432373047,73.68199474258311,-0.0023038474025791475,-1.2032346642672038,0.1187286376953125,0.4982757568359375,13.0
../data/tyre_dataset/good/good (122).jpg,0,0.9948513819299097,7.622333747960894,128.13156127929688,73.576917785335,-0.001618549064609712,-1.1995496247699868,0.1229705810546875,0.4965057373046875,18.0
../data/tyre_dataset/good/good (123).jpg,0,0.9950090884695679,7.443093957975037,128.26544189453125,73.1972581331966,0.008745807435493705,-1.2046731476125445,0.1185150146484375,0.497467041015625,19.0
../data/tyre_dataset/good/good (124).jpg,0,0.9950383485988779,7.6470101262901835,128.01768493652344,73.6905081593621,-0.0010125130567593306,-1.2045635077491132,0.1061248779296875,0.49896240234375,24.0
../data/tyre_dataset/good/good (125).jpg,0,0.9956251946348097,7.600431227529034,128.1340789794922,73.6440650437102,-0.0033107706286029047,-1.2041361995107749,0.101715087890625,0.501129150390625,8.0
../data/tyre_dataset/good/good (126).jpg,0,0.987470734102747,7.243641971698534,128.36099243164062,73.79546582950469,-0.01159677782836044,-1.202789941567875,0.1208953857421875,0.5058746337890625,38.0
../data/tyre_dataset/good/good (127).jpg,0,0.9883476276240171,7.345218548991977,128.2870635986328,73.75708744170892,-0.006727717763570883,-1.2072190646543162,0.118560791015625,0.5123443603515625,30.0
../data/tyre_dataset/good/good (128).jpg,0,0.9872532294194794,7.232791285020747,128.4015655517578,73.81390291662133,-0.012848118099945856,-1.2089493876145199,0.1101837158203125,0.5138397216796875,17.0
../data/tyre_dataset/good/good (129).jpg,0,0.9870671692294278,7.6479014507842855,128.11318969726562,73.5538913466382,-0.0016498088011383028,-1.2057086256869802,0.14752197265625,0.5062255859375,27.0
../data/tyre_dataset/good/good (13).jpg,0,0.9985312266826449,6.304954556909546,129.3455352783203,72.82274421145942,-0.003491142305091181,-1.1967662741507528,0.233978271484375,0.5029754638671875,26.0
../data/tyre_dataset/good/good (130).jpg,0,0.9878441171141347,7.478205761860784,128.17196655273438,73.7591584224385,-0.0030535977233697442,-1.2020405767063846,0.141204833984375,0.5050201416015625,37.0
../data/tyre_dataset/good/good (131).jpg,0,0.9890145452436536,7.439955208504203,128.20455932617188,73.71811968992967,-0.006368311481939921,-1.2044150785634806,0.122314453125,0.5141143798828125,23.0
../data/tyre_dataset/good/good (132).jpg,0,0.9895661946533709,7.342547568148997,128.0962371826172,73.67001174407709,-0.0029128765497428385,-1.2104646844612696,0.113739013671875,0.5100860595703125,39.0
../data/tyre_dataset/good/good (133).jpg,0,0.990484193968078,7.014352580060718,128.47889709472656,73.71266422182221,-0.009315771022607472,-1.2150990194770301,0.1133575439453125,0.5103759765625,28.0
../data/tyre_dataset/good/good (134).jpg,0,0.9885692142215994,6.850410766618465,128.68431091308594,73.95406253000841,-0.011455552104340029,-1.2161358615563769,0.1112518310546875,0.505126953125,23.0
../data/tyre_dataset/good/good (135).jpg,0,0.9892895928668893,6.992425975440658,128.49163818359375,73.70677272549226,-0.014241981610471246,-1.2106119535362967,0.100067138671875,0.513275146484375,50.0
../data/tyre_dataset/good/good (136).jpg,0,0.9876004788144951,6.9354787799193796,128.63479614257812,73.8149245402497,-0.014391726531347257,-1.2207838958388366,0.118377685546875,0.5258026123046875,31.0
../data/tyre_dataset/good/good (137).jpg,0,0.9864002946395912,6.844600174284523,128.8033905029297,73.58570232075434,-0.02648717537422765,-1.1931558974830068,0.1038665771484375,0.524505615234375,30.0
../data/tyre_dataset/good/good (138).jpg,0,0.9879871193811636,6.206904150807914,129.34727478027344,73.34199734409557,-0.02159245987387843,-1.1922570904239167,0.1132659912109375,0.52276611328125,38.0
../data/tyre_dataset/good/good (139).jpg,0,0.9960582074263968,7.509934959402136,128.19876098632812,73.78235921728154,-0.003891488851258769,-1.2036841010729555,0.0656585693359375,0.5048980712890625,10.0
../data/tyre_dataset/good/good (14).jpg,0,0.9867757127873815,6.015986049257828,129.6380157470703,73.31464391541826,-0.01325268633796155,-1.190314420943102,0.2703857421875,0.5370330810546875,92.0
../data/tyre_dataset/good/good (140).jpg,0,0.9928147445637188,7.272869102679293,128.32411193847656,73.6723539115609,-0.012615176959136389,-1.1994268515906092,0.086944580078125,0.51336669921875,41.0
../data/tyre_dataset/good/good (141).jpg,0,0.9921570207213825,7.322310768940406,128.2721405029297,73.6932313224553,-0.011013765803719775,-1.2027055860136757,0.0945281982421875,0.5055084228515625,27.0
../data/tyre_dataset/good/good (142).jpg,0,0.994384046492348,7.328587298945223,128.2536163330078,73.76704562959478,-0.010764918650323542,-1.2077020322144931,0.076171875,0.5140838623046875,12.0
../data/tyre_dataset/good/good (143).jpg,0,0.9970408611493125,7.041743629599303,128.4896240234375,73.4225102039136,-0.0004827126157531074,-1.196168470763079,0.189178466796875,0.5000152587890625,28.0
../data/tyre_dataset/good/good (144).jpg,0,0.9935760238698884,7.048063463512747,128.49276733398438,73.75708352126962,-0.012588633298828098,-1.2019527594353696,0.1103668212890625,0.5094757080078125,33.0
../data/tyre_dataset/good/good (145).jpg,0,0.9928874220701361,6.95123400466471,128.6308135986328,73.76740874451629,-0.015491181948764862,-1.2062202584012234,0.0953369140625,0.5125274658203125,20.0
../data/tyre_dataset/good/good (146).jpg,0,0.992711883320814,7.1848642477034605,128.33645629882812,73.61981287960809,-0.00387001027598873,-1.2025851333677469,0.109283447265625,0.50030517578125,43.0
../data/tyre_dataset/good/good (147).jpg,0,0.9940174730311265,7.248101559863319,128.3376007080078,73.77502302254993,-0.006722220944273222,-1.2054519069185643,0.0907440185546875,0.5002288818359375,24.0
../data/tyre_dataset/good/good (148).jpg,0,0.9928024211862903,7.402987429955937,128.21163940429688,73.64344445803312,-0.008657062844215892,-1.20444154660934,0.0924835205078125,0.4969024658203125,32.0
../data/tyre_dataset/good/good (149).jpg,0,0.9945259355772315,7.302701661961741,128.29196166992188,73.63321282274795,-0.007686409897185148,-1.197688570819272,0.0848846435546875,0.5123443603515625,36.0
../data/tyre_dataset/good/good (15).jpg,0,0.9886732586581828,6.186494620842615,129.36659240722656,73.50666930554438,-0.018894410650690162,-1.199175834760875,0.2926025390625,0.544189453125,64.0
../data/tyre_dataset/good/good (150).jpg,0,0.9953319879686375,7.346830194611669,128.2679443359375,73.65821935028245,-0.005248875689550699,-1.199529996075667,0.0945892333984375,0.49969482421875,19.0
../data/tyre_dataset/good/good (151).jpg,0,0.994411049549447,7.305984327581447,128.2698516845703,73.71511695235775,-0.009565743314194712,-1.202562028325332,0.0805206298828125,0.5128936767578125,28.0
../data/tyre_dataset/good/good (152).jpg,0,0.9927364204703801,7.175459065647344,128.4073944091797,73.71900997222241,-0.01214508331820249,-1.2034395451025506,0.10272216796875,0.5060577392578125,38.0
../data/tyre_dataset/good/good (153).jpg,0,0.9913437420088643,7.27048433578504,128.36801147460938,73.60914576338658,-0.010888009112903442,-1.1963305784672886,0.0878143310546875,0.5062408447265625,29.0
../data/tyre_dataset/good/good (154).jpg,0,0.9909807200796896,7.049986306518087,128.5316619873047,73.85577052474449,-0.01656700620243852,-1.2084195917722105,0.1176910400390625,0.5223846435546875,46.0
../data/tyre_dataset/good/good (155).jpg,0,0.9903815515268428,6.846881494200915,128.7266082763672,73.8955101952033,-0.019222409551028954,-1.2081947817746996,0.09368896484375,0.5127105712890625,50.0
../data/tyre_dataset/good/good (156).jpg,0,0.9923787354352576,7.124729777620178,128.2791290283203,73.78521310895158,-0.012769498416063218,-1.2069534635430212,0.1009674072265625,0.5131988525390625,28.0
../data/tyre_dataset/good/good (157).jpg,0,0.9933480695033406,7.105497738278508,128.38534545898438,73.65236690012428,-0.012152252423045103,-1.195599624039549,0.0878143310546875,0.5088653564453125,20.0
../data/tyre_dataset/good/good (158).jpg,0,0.993529047735837,7.035509473828635,128.50601196289062,73.69467805063783,-0.01379258003515607,-1.2010451071531019,0.0831451416015625,0.511322021484375,23.0
../data/tyre_dataset/good/good (159).jpg,0,0.9847401150029731,7.031247724439617,128.57958984375,73.71398903777403,-0.02142281572565991,-1.2017084799769073,0.103546142578125,0.517181396484375,39.0
../data/tyre_dataset/good/good (16).jpg,0,0.9975449649160769,6.368452520595839,129.1400604248047,73.55860395439139,-0.013208320397410284,-1.205019753589987,0.209259033203125,0.499481201171875,20.0
../data/tyre_dataset/good/good (160).jpg,0,0.9841389357384843,7.19372507531555,128.3739471435547,73.77411432486069,-0.013003509902426368,-1.205226736240364,0.0997772216796875,0.516693115234375,33.0
../data/tyre_dataset/good/good (161).jpg,0,0.9876626699730318,7.071766392533817,128.37734985351562,73.83858000315942,-0.011409069713225426,-1.2010712525313203,0.092864990234375,0.5150146484375,28.0
../data/tyre_dataset/good/good (162).jpg,0,0.9839160615311476,7.087385202024684,128.42469787597656,73.70553586958404,-0.0134782016765154,-1.2004386786855228,0.110595703125,0.5103912353515625,34.0
../data/tyre_dataset/good/good (163).jpg,0,0.9892121416467773,6.94398902676054,128.59397888183594,73.59671644931015,-0.019112491317496712,-1.191791571892959,0.1498870849609375,0.51776123046875,63.0
../data/tyre_dataset/good/good (164).jpg,0,0.9868532366847496,6.814805469913395,128.66885375976562,73.84837059793746,-0.015139277952249019,-1.1968480991645194,0.157440185546875,0.516693115234375,46.0
../data/tyre_dataset/good/good (165).jpg,0,0.9820389319813332,6.236155774210368,129.42564392089844,74.14162724712234,-0.026515920685187423,-1.2016168054206897,0.1810302734375,0.54193115234375,40.0
../data/tyre_dataset/good/good (166).jpg,0,0.9827574188156066,6.620830142753955,128.97927856445312,73.71423402185462,-0.027052415484265704,-1.2017160745762945,0.133087158203125,0.528656005859375,29.0
../data/tyre_dataset/good/good (167).jpg,0,0.9918012046326036,7.035911117575918,128.54367065429688,73.86776723961373,0.00027106666226117926,-1.2027189623089276,0.148162841796875,0.500335693359375,33.0
../data/tyre_dataset/good/good (168).jpg,0,0.9920885560879418,6.577130220541961,128.9486083984375,73.34881914048569,-0.01435352712073079,-1.186809054306884,0.186492919921875,0.5256195068359375,39.0
../data/tyre_dataset/good/good (169).jpg,0,0.9864275790228652,6.298844269093994,129.29542541503906,73.5922404872453,-0.031308197191839915,-1.1970480549938796,0.1532135009765625,0.529449462890625,45.0
../data/tyre_dataset/good/good (17).jpg,0,0.9985219611598143,6.260878666662366,129.2421875,73.54557228271854,-0.015920014863037027,-1.203599469848629,0.1584930419921875,0.50018310546875,11.0
../data/tyre_dataset/good/good (170).jpg,0,0.9848158834660282,6.674590521940899,128.90380859375,73.63005503057268,-0.024325421253897753,-1.1967504953004562,0.14410400390625,0.524322509765625,72.0
../data/tyre_dataset/good/good (171).jpg,0,0.9868184413570715,6.438036515122344,129.15118408203125,73.5305488127579,-0.021587496992695753,-1.1925130869587757,0.14013671875,0.52789306640625,40.0
../data/tyre_dataset/good/good (172).jpg,0,0.9922708703357541,6.536600316711502,129.0322723388672,73.5952596904272,-0.023666768174390892,-1.1900981815217262,0.1214599609375,0.52142333984375,68.0
../data/tyre_dataset/good/good (173).jpg,0,0.9880888183415384,6.450144644759236,129.1634063720703,73.69592444913918,-0.029277919114009784,-1.1980132079772579,0.158660888671875,0.515838623046875,50.0
../data/tyre_dataset/good/good (174).jpg,0,0.983871110572781,6.32923789304913,129.4070587158203,73.54595589008845,-0.036175194657687065,-1.1837485093881597,0.1554107666015625,0.5516204833984375,51.0
../data/tyre_dataset/good/good (175).jpg,0,0.9929439223779567,6.7798603260632495,128.70286560058594,73.63844193726867,-0.01260127749412937,-1.2002023597486795,0.1178131103515625,0.509246826171875,33.0
../data/tyre_dataset/good/good (176).jpg,0,0.9915685241789696,6.818214786712366,128.7011260986328,73.68638727326913,-0.019489845027450433,-1.198442650459123,0.13739013671875,0.527374267578125,34.0
../data/tyre_dataset/good/good (177).jpg,0,0.9892885319543675,6.969550028319493,128.57899475097656,73.74298342095646,-0.01977325044948871,-1.2044303634251614,0.111602783203125,0.51605224609375,45.0
../data/tyre_dataset/good/good (178).jpg,0,0.9866644692153483,6.699562700705638,129.031494140625,73.597572696724,-0.03446842929053841,-1.1911431558590673,0.1614990234375,0.556854248046875,31.0
../data/tyre_dataset/good/good (179).jpg,0,0.9922220765858596,6.77209634880959,128.72702026367188,73.7749664350533,-0.019918031772042884,-1.2016053520066474,0.122283935546875,0.51812744140625,30.0
../data/tyre_dataset/good/good (18).jpg,0,0.9941403762416506,6.305355523171703,129.27777099609375,73.22763578951978,-0.02291111255598204,-1.191129684639767,0.1848907470703125,0.515899658203125,39.0
../data/tyre_dataset/good/good (180).jpg,0,0.9914931715636173,6.842486615682004,128.7390594482422,73.95099735638482,-0.01685437551969577,-1.2110970275431483,0.1384124755859375,0.525604248046875,15.0
../data/tyre_dataset/good/good (181).jpg,0,0.9880456227352207,6.656823970672554,128.94737243652344,73.75449385966144,-0.024491823683340137,-1.2007628025071708,0.1265716552734375,0.523834228515625,44.0
../data/tyre_dataset/good/good (182).jpg,0,0.9901210130871905,6.916650563205446,128.62684631347656,73.77643750421633,-0.01631245129441592,-1.2055367930150844,0.0969390869140625,0.5137176513671875,19.0
../data/tyre_dataset/good/good (183).jpg,0,0.9773367696944937,6.683275574461426,128.8414764404297,73.61914599825582,-0.02073453478474337,-1.195635179956558,0.140777587890625,0.523681640625,52.0
../data/tyre_dataset/good/good (184).jpg,0,0.9847001593233777,6.727334939002749,128.8898162841797,73.80339360933766,-0.025025827251198642,-1.2047981410596453,0.152130126953125,0.530120849609375,37.0
../data/tyre_dataset/good/good (185).jpg,0,0.9926048146497024,6.968303346163147,128.56739807128906,73.81681112701173,-0.014110828380259906,-1.206677323354178,0.1200408935546875,0.508758544921875,26.0
../data/tyre_dataset/good/good (186).jpg,0,0.989678099135228,7.264501354884109,128.3391876220703,73.7510913003488,-0.013139585905075832,-1.2055869598705045,0.1403961181640625,0.5131988525390625,31.0
../data/tyre_dataset/good/good (187).jpg,0,0.9870237909049357,7.055605193405874,128.50540161132812,73.70242814139728,-0.015449859753743632,-1.203835207638867,0.1535491943359375,0.510955810546875,38.0
../data/tyre_dataset/good/good (188).jpg,0,0.9910445587967827,7.408356443560579,128.2483367919922,73.62121689602006,-0.0051073029445785545,-1.2083658159401307,0.070159912109375,0.5022735595703125,14.0
../data/tyre_dataset/good/good (189).jpg,0,0.9924595342659717,7.322674380058593,128.25799560546875,73.72756438922663,-0.003083308874957175,-1.2111023365151816,0.0693817138671875,0.49725341796875,11.0
../data/tyre_dataset/good/good (19).jpg,0,0.9910788546915009,5.750106601908374,130.12437438964844,73.72672261016622,-0.02377853179328253,-1.1983956515918264,0.212738037109375,0.5391998291015625,108.0
../data/tyre_dataset/good/good (190).jpg,0,0.9904544962083331,7.340941687691271,128.3126220703125,73.68463786658006,-0.005426348303429248,-1.2058345280383498,0.079254150390625,0.507843017578125,18.0
../data/tyre_dataset/good/good (191).jpg,0,0.9903701996481745,7.3974962303676755,128.11468505859375,73.79048581987144,-0.003873172761906551,-1.2043448635197995,0.08526611328125,0.510162353515625,14.0
../data/tyre_dataset/good/good (192).jpg,0,0.9901895892447102,7.35073550676028,128.31582641601562,73.67082355932585,-0.008665248053092843,-1.2077800389723707,0.0880279541015625,0.5096893310546875,37.0
../data/tyre_dataset/good/good (193).jpg,0,0.990763805621384,7.466612016116082,128.20751953125,73.65640244369042,-0.005105707385342451,-1.2065415986102377,0.079010009765625,0.4995880126953125,22.0
../data/tyre_dataset/good/good (194).jpg,0,0.991213967566467,7.434499747491671,128.23110961914062,73.64894298757919,-0.004552318602098776,-1.2079050555773172,0.0723876953125,0.50531005859375,25.0
../data/tyre_dataset/good/good (195).jpg,0,0.9963341572907581,7.004762694147664,128.57437133789062,73.77175070650375,-0.018739522543940984,-1.2084804595530152,0.1432647705078125,0.5263519287109375,29.0
../data/tyre_dataset/good/good (196).jpg,0,0.9934333632001349,6.610355509662623,128.92486572265625,73.62519295361851,-0.028756694754474652,-1.192906604067102,0.16253662109375,0.53143310546875,56.0
../data/tyre_dataset/good/good (197).jpg,0,0.9860930001893886,6.38047445030748,129.2705078125,73.19275482233444,-0.025975525576605152,-1.1836537044720061,0.17645263671875,0.5266876220703125,43.0
../data/tyre_dataset/good/good (198).jpg,0,0.9903403795854168,6.506563127467474,129.0445098876953,73.54856805862633,-0.02189664876972063,-1.1971219522903729,0.145660400390625,0.5067901611328125,57.0
../data/tyre_dataset/good/good (199).jpg,0,0.9864285331527582,6.3128545367714715,129.3427276611328,73.60517396093586,-0.034421117383036694,-1.1942784965310318,0.18206787109375,0.5366973876953125,56.0
../data/tyre_dataset/good/good (2).jpg,0,0.9953830965367629,5.516392980610836,130.93032836914062,72.70011548389498,-0.03974975089463481,-1.1625745542974069,0.1243438720703125,0.5300445556640625,9.0
../data/tyre_dataset/good/good (20).jpg,0,0.996647648788287,6.394827516633759,129.12588500976562,73.865194629618,-0.004056863209610963,-1.1965088038788314,0.1632537841796875,0.504364013671875,17.0
../data/tyre_dataset/good/good (200).jpg,0,0.9911043439539798,6.948268435907023,128.66810607910156,73.855001512442,-0.020569882985318342,-1.2109252008507683,0.1493988037109375,0.517974853515625,26.0
../data/tyre_dataset/good/good (201).jpg,0,0.9932499186703209,7.6374597306952765,128.07958984375,73.69949285773968,0.0019680390247550014,-1.2057219162198138,0.130645751953125,0.49853515625,26.0
../data/tyre_dataset/good/good (202).jpg,0,0.9903011128565405,7.667016692455043,128.08592224121094,73.4710124635708,0.003340440969854207,-1.207077136941374,0.1784515380859375,0.502044677734375,40.0
../data/tyre_dataset/good/good (203).jpg,0,0.9901817753857858,7.538896405046333,128.2891082763672,73.29265295425921,0.0075903201992805775,-1.2089755282316144,0.1760711669921875,0.500091552734375,32.0
../data/tyre_dataset/good/good (204).jpg,0,0.9870811124857811,7.12625667127838,128.28524780273438,73.96038062699422,-0.012821288978157774,-1.210278086267993,0.1173095703125,0.52056884765625,25.0
../data/tyre_dataset/good/good (205).jpg,0,0.9865854619719195,7.164806988800857,128.08563232421875,73.91245178204532,-0.012766150705638597,-1.2055508406385913,0.1242828369140625,0.517486572265625,44.0
../data/tyre_dataset/good/good (206).jpg,0,0.9895634591365623,7.563768943699641,128.16162109375,73.73555271269528,-0.006947514767810947,-1.2054855862392653,0.1363677978515625,0.5005340576171875,22.0
../data/tyre_dataset/good/good (207).jpg,0,0.9932720589728549,7.15767676942754,128.24215698242188,73.89529052188796,-0.00856051749916035,-1.2064281547219085,0.1044769287109375,0.4995269775390625,13.0
../data/tyre_dataset/good/good (208).jpg,0,0.9949591146942145,7.292664449561463,128.35818481445312,73.70080994632396,-0.01175888856865167,-1.2024579752113038,0.109222412109375,0.50872802734375,23.0
../data/tyre_dataset/good/good (209).jpg,0,0.9909721359410877,7.416262778388354,128.32884216308594,73.77444333520037,-0.0068543416088589285,-1.205860464102094,0.1374053955078125,0.5053253173828125,27.0
../data/tyre_dataset/good/good (21).jpg,0,0.9934898495802373,6.029231606276935,129.70359802246094,73.76037249452308,-0.03174515932524446,-1.2091636402315278,0.1273040771484375,0.510467529296875,20.0
../data/tyre_dataset/good/good (210).jpg,0,0.994215495158479,7.392378212294975,128.2559356689453,73.81239707129758,-0.008358377151976421,-1.2063307651206674,0.13922119140625,0.5116424560546875,19.0
../data/tyre_dataset/good/good (211).jpg,0,0.9882874514790826,7.0187789293707095,128.57762145996094,74.04150929009909,-0.00871075797213706,-1.2033303611746813,0.1411590576171875,0.5155181884765625,24.0
../data/tyre_dataset/good/good (212).jpg,0,0.9932820185767379,7.286105084408372,128.41197204589844,73.91853386357332,-0.0032824026197011188,-1.208161987863312,0.136627197265625,0.5108489990234375,18.0
../data/tyre_dataset/good/good (213).jpg,0,0.9967526363235982,6.759904820899147,128.7508087158203,73.95649837157349,-0.014191460473274225,-1.2095980986749808,0.049468994140625,0.5106658935546875,10.0
../data/tyre_dataset/good/good (214).jpg,0,0.9959804558042655,7.166865026313706,128.36276245117188,73.57704989051626,0.00024313779452695886,-1.2151338456341316,0.1055908203125,0.49578857421875,15.0
../data/tyre_dataset/good/good (215).jpg,0,0.9941490124628881,7.193684028991915,128.3345184326172,73.72904224120869,-0.004696032015876815,-1.2135619982468189,0.09979248046875,0.49945068359375,24.0
../data/tyre_dataset/good/good (216).jpg,0,0.9941802985886674,7.225810777684712,128.18333435058594,73.34410494838001,0.012052021454368223,-1.217285711789548,0.0994415283203125,0.49755859375,17.0
../data/tyre_dataset/good/good (217).jpg,0,0.9945648596545711,6.920324806250451,128.38018798828125,73.69575592575578,-0.01294533098655014,-1.2174534397641996,0.0691375732421875,0.5202178955078125,9.0
../data/tyre_dataset/good/good (218).jpg,0,0.9848879772773974,7.273048670247885,128.24884033203125,73.69015546412591,-0.012538300825599792,-1.2035184019636709,0.128692626953125,0.5169525146484375,28.0
../data/tyre_dataset/good/good (219).jpg,0,0.9918692547332517,7.276757307142124,128.35372924804688,73.8210882320069,-0.0011923878606742383,-1.2044131391056603,0.0916748046875,0.5119781494140625,27.0
../data/tyre_dataset/good/good (22).jpg,0,0.9908665443819545,6.141123986364473,129.50555419921875,73.12268187705548,-0.01819176691760201,-1.190484600590485,0.221649169921875,0.51251220703125,34.0
../data/tyre_dataset/good/good (220).jpg,0,0.9924194637609808,7.088665234352368,128.4532470703125,73.8717710301463,-0.013528359347579157,-1.21649169731153,0.081634521484375,0.5159454345703125,24.0
../data/tyre_dataset/good/good (221).jpg,0,0.9930640160804803,7.038535296130565,128.33641052246094,73.7350839984748,-0.010030298454937631,-1.208112287346108,0.1226348876953125,0.515167236328125,32.0
../data/tyre_dataset/good/good (222).jpg,0,0.9926193966499656,6.974180197298649,128.5532684326172,74.04352238647188,-0.013345623944842016,-1.2159379386254396,0.1107330322265625,0.5251617431640625,17.0
../data/tyre_dataset/good/good (223).jpg,0,0.9951828416187343,7.573253732481318,127.94113159179688,73.84380299034525,0.0003696964107216951,-1.2064324758616667,0.0962677001953125,0.498199462890625,6.0
../data/tyre_dataset/good/good (224).jpg,0,0.9903611504912688,6.909735684362522,128.6307373046875,73.6861134010187,-0.01674355350132789,-1.20824107417782,0.0997772216796875,0.5239715576171875,24.0
../data/tyre_dataset/good/good (225).jpg,0,0.9898079022288089,7.092700524902494,128.4640350341797,73.69164729521101,-0.011505118840012651,-1.209284975871065,0.106842041015625,0.496063232421875,25.0
../data/tyre_dataset/good/good (226).jpg,0,0.9907271524168595,7.13558050440753,128.20648193359375,73.7725203845764,-0.014163353562901377,-1.2075642572397804,0.1093902587890625,0.506439208984375,44.0
../data/tyre_dataset/good/good (227).jpg,0,0.9838370189228453,6.958594488448052,128.69956970214844,74.09505747713172,-0.015075379307513006,-1.2241478892703457,0.161651611328125,0.5167388916015625,25.0
